image,timestamp,speed,steering,cmd_left,cmd_straight,cmd_right,cmd_follow
img_000050.jpg,1782459023.1721706,30,0.0,0,0,0,1
img_000051.jpg,1782459023.6765945,30,0.0,0,0,0,1
img_000052.jpg,1782459024.1677072,30,0.0,0,0,0,1
img_000053.jpg,1782459024.671777,30,-0.033440452947093,0,0,0,1
img_000054.jpg,1782459025.1579766,30,-0.12696000000000002,0,0,0,1
img_000055.jpg,1782459025.6544592,30,-0.06793600505204779,0,0,0,1
img_000056.jpg,1782459026.16005,30,-0.14934733219184246,0,0,0,1
img_000057.jpg,1782459026.636105,30,-0.03652292493482335,0,0,0,1
img_000058.jpg,1782459027.1344402,30,-0.07698283097063428,0,0,0,1
img_000059.jpg,1782459027.6290758,30,-0.04407072555541777,0,0,0,1
img_000060.jpg,1782459028.1238885,30,-0.14403775438030877,0,0,0,1
img_000061.jpg,1782459028.624385,30,-0.011806227898359046,0,0,0,1
img_000062.jpg,1782459029.1119282,30,-0.028747806084610413,0,0,0,1
img_000063.jpg,1782459029.5946944,30,-0.044119966518585886,0,0,0,1
img_000064.jpg,1782459030.094349,30,-0.06984263665824968,0,0,0,1
img_000065.jpg,1782459030.5836682,30,-0.0168253448064804,0,0,0,1
img_000066.jpg,1782459031.089836,30,-0.09171932633317992,0,0,0,1
img_000067.jpg,1782459031.5734155,30,-0.09508359879088488,0,0,0,1
img_000068.jpg,1782459032.064974,30,-0.08618468334346958,0,0,0,1
img_000069.jpg,1782459032.5940578,30,-0.04816692718778706,0,0,0,1
img_000070.jpg,1782459033.1037612,30,-0.019444046873427528,0,0,0,1
img_000071.jpg,1782459033.6067336,30,-0.047341859438239625,0,0,0,1
img_000072.jpg,1782459034.07403,30,-0.010395090622737222,0,0,0,1
img_000073.jpg,1782459034.5959604,30,0.0,0,0,0,1
img_000074.jpg,1782459035.078653,30,0.0,0,0,0,1
img_000075.jpg,1782459035.5830448,30,0.0,0,0,0,1
img_000076.jpg,1782459036.0983853,30,0.0,0,0,0,1
img_000077.jpg,1782459036.590029,30,0.0,0,0,0,1
img_000078.jpg,1782459037.0847135,30,0.0,0,0,0,1
img_000079.jpg,1782459037.5780225,30,0.01322399079892079,0,0,0,1
img_000080.jpg,1782459038.0711427,30,0.035967364009716764,0,0,0,1
img_000081.jpg,1782459038.5827842,30,0.19002865168935193,0,0,0,1
img_000082.jpg,1782459039.0536041,30,-0.022377810998385726,0,0,0,1
img_000083.jpg,1782459039.5589805,30,-0.026063307253417937,0,0,0,1
img_000084.jpg,1782459040.0504606,30,-0.0964572163880668,0,0,0,1
img_000085.jpg,1782459040.53835,30,0.0,0,0,0,1
img_000086.jpg,1782459041.0504794,30,-0.0214917888,0,0,0,1
img_000087.jpg,1782459041.517351,30,-0.03,0,0,0,1
img_000088.jpg,1782459042.0148592,30,-0.06,0,0,0,1
img_000089.jpg,1782459042.5031652,30,0.0,0,0,0,1
img_000090.jpg,1782459043.008211,30,0.0,0,0,0,1
img_000091.jpg,1782459043.505586,30,0.0,0,0,0,1
img_000092.jpg,1782459043.9993494,30,0.0,0,0,0,1
img_000093.jpg,1782459044.5030236,30,0.0,0,0,0,1
img_000094.jpg,1782459044.9924042,30,0.0,0,0,0,1
img_000095.jpg,1782459045.4843159,30,0.0,0,0,0,1
img_000096.jpg,1782459045.9793198,30,0.0,0,0,0,1
img_000097.jpg,1782459046.4783673,30,0.0,0,0,0,1
img_000098.jpg,1782459046.9823656,30,0.0,0,0,0,1
img_000099.jpg,1782459047.4675515,30,0.0,0,0,0,1
img_000100.jpg,1782459047.9708574,30,0.0,0,0,0,1
img_000101.jpg,1782459048.4747658,30,0.0,0,0,0,1
img_000102.jpg,1782459048.9546373,30,0.0,0,0,0,1
img_000103.jpg,1782459049.4607878,30,0.0,0,0,0,1
img_000104.jpg,1782459049.9459531,30,0.0,0,0,0,1
img_000105.jpg,1782459050.4576066,30,0.0,0,0,0,1
img_000106.jpg,1782459050.9407096,30,0.0,0,0,0,1
img_000107.jpg,1782459051.438543,30,0.0,0,0,0,1
img_000108.jpg,1782459051.9420419,30,0.0,0,0,0,1
img_000109.jpg,1782459052.4355335,30,0.0,0,0,0,1
img_000110.jpg,1782459052.9510186,30,0.0,0,0,0,1
img_000111.jpg,1782459053.4226718,30,0.0,0,0,0,1
img_000112.jpg,1782459053.9086745,30,0.0,0,0,0,1
img_000113.jpg,1782459054.416161,30,0.0,0,0,0,1
img_000114.jpg,1782459054.9020936,30,0.0,0,0,0,1
img_000115.jpg,1782459055.3941355,30,0.03308997488893942,0,0,0,1
img_000116.jpg,1782459055.8844743,30,0.0,0,0,0,1
img_000117.jpg,1782459056.3769436,30,0.0,0,0,0,1
img_000118.jpg,1782459056.8874307,30,0.0,0,0,0,1
img_000119.jpg,1782459057.376145,30,0.0,0,0,0,1
img_000120.jpg,1782459057.867142,30,0.0,0,0,0,1
img_000121.jpg,1782459058.3609421,30,0.0,0,0,0,1
img_000122.jpg,1782459058.8488138,30,0.0,0,0,0,1
img_000123.jpg,1782459059.34872,30,-0.08365060485756261,0,0,0,1
img_000124.jpg,1782459059.8376732,30,0.0,0,0,0,1
img_000125.jpg,1782459060.337382,30,0.0,0,0,0,1
img_000126.jpg,1782459060.8299162,30,0.0,0,0,0,1
img_000127.jpg,1782459061.3191383,30,0.03950904176168832,0,0,0,1
img_000128.jpg,1782459061.8252268,30,-0.010215104961194278,0,0,0,1
img_000129.jpg,1782459062.311161,30,0.0,0,0,0,1
img_000130.jpg,1782459062.808858,30,0.0,0,0,0,1
img_000131.jpg,1782459063.3002882,30,0.0,0,0,0,1
img_000132.jpg,1782459063.7828295,30,0.0,0,0,0,1
img_000133.jpg,1782459064.2809687,30,0.0,0,0,0,1
img_000134.jpg,1782459064.7615976,30,0.0,0,0,0,1
img_000135.jpg,1782459065.2680686,30,0.0,0,0,0,1
img_000136.jpg,1782459065.7572415,30,-0.022059983259292943,0,0,0,1
img_000137.jpg,1782459066.2524207,30,-0.028329681797193407,0,0,0,1
img_000138.jpg,1782459066.7459977,30,-0.035967364009716764,0,0,0,1
img_000139.jpg,1782459067.233165,30,-0.06,0,0,0,1
img_000140.jpg,1782459067.7367063,30,-0.046721280000000004,0,0,0,1
img_000141.jpg,1782459068.220659,30,0.0,0,0,0,1
img_000142.jpg,1782459068.7268953,30,-0.043376181178837195,0,0,0,1
img_000143.jpg,1782459069.2079966,30,-0.04053322465854154,0,0,0,1
img_000144.jpg,1782459069.7053301,30,-0.025846855752148793,0,0,0,1
img_000145.jpg,1782459070.2010477,30,-0.10745894400000003,0,0,0,1
img_000146.jpg,1782459070.6947775,30,0.0,0,0,0,1
img_000147.jpg,1782459071.1977386,30,0.0,0,0,0,1
img_000148.jpg,1782459071.6826036,30,-0.033470796074188805,0,0,0,1
img_000149.jpg,1782459072.1768813,30,-0.09216992642846987,0,0,0,1
img_000150.jpg,1782459072.6748457,30,-0.03160350082438422,0,0,0,1
img_000151.jpg,1782459073.1577728,30,-0.0307931323882537,0,0,0,1
img_000152.jpg,1782459073.6615372,30,-0.0187856537534933,0,0,0,1
img_000153.jpg,1782459074.1444654,30,-0.014539327368301295,0,0,0,1
img_000154.jpg,1782459074.642463,30,-0.023978242673144502,0,0,0,1
img_000155.jpg,1782459075.1232316,30,-0.02370542505701299,0,0,0,1
img_000156.jpg,1782459075.6327624,30,0.0,0,0,0,1
img_000157.jpg,1782459076.1099775,30,-0.017177844244212304,0,0,0,1
img_000158.jpg,1782459076.600641,30,-0.014539327368301295,0,0,0,1
img_000159.jpg,1782459077.099206,30,0.0,0,0,0,1
img_000160.jpg,1782459077.5827627,30,-0.06531165775831849,0,0,0,1
img_000161.jpg,1782459078.0866575,30,-0.04936935399637749,0,0,0,1
img_000162.jpg,1782459078.567921,30,-0.04534689435346317,0,0,0,1
img_000163.jpg,1782459079.058155,30,0.0,0,0,0,1
img_000164.jpg,1782459079.5677164,30,-0.0540842187603013,0,0,0,1
img_000165.jpg,1782459080.0647123,30,-0.04583933521687465,0,0,0,1
img_000166.jpg,1782459080.5665486,30,-0.041089494448071376,0,0,0,1
img_000167.jpg,1782459081.0808327,30,0.0,0,0,0,1
img_000168.jpg,1782459081.5746973,30,0.0,0,0,0,1
img_000169.jpg,1782459082.0866048,30,0.0,0,0,0,1
img_000170.jpg,1782459082.5617747,30,0.0,0,0,0,1
img_000171.jpg,1782459083.0675702,30,-0.012306086684530218,0,0,0,1
img_000172.jpg,1782459083.5628314,30,-0.010415871769786377,0,0,0,1
img_000173.jpg,1782459084.068224,30,-0.07984598549559366,0,0,0,1
img_000174.jpg,1782459084.5717316,30,0.0,0,0,0,1
img_000175.jpg,1782459085.0847445,30,-0.011321599749767802,0,0,0,1
img_000176.jpg,1782459085.5638666,30,0.0,0,0,0,1
img_000177.jpg,1782459086.085091,30,0.0,0,0,0,1
img_000178.jpg,1782459086.5806363,30,-0.0828,0,0,0,1
img_000179.jpg,1782459087.0631104,30,0.0,0,0,0,1
img_000180.jpg,1782459087.5727873,30,0.03044277689782427,0,0,0,1
img_000181.jpg,1782459088.0671918,30,-0.016859806245907227,0,0,0,1
img_000182.jpg,1782459088.5641708,30,0.0,0,0,0,1
img_000183.jpg,1782459089.0400202,30,0.0,0,0,0,1
img_000184.jpg,1782459089.551493,30,0.12895073280000002,0,0,0,1
img_000185.jpg,1782459090.0179696,30,0.0,0,0,0,1
img_000186.jpg,1782459090.5281808,30,-0.039094960880126914,0,0,0,1
img_000187.jpg,1782459091.0220194,30,0.0,0,0,0,1
img_000188.jpg,1782459091.5208337,30,0.0,0,0,0,1
img_000189.jpg,1782459092.0278862,30,0.0,0,0,0,1
img_000190.jpg,1782459092.494967,30,0.0,0,0,0,1
img_000191.jpg,1782459092.9921865,30,0.0,0,0,0,1
img_000192.jpg,1782459093.4957783,30,0.0,0,0,0,1
img_000193.jpg,1782459093.992641,30,0.0,0,0,0,1
img_000194.jpg,1782459094.5304089,30,0.0,0,0,0,1
img_000195.jpg,1782459094.9884987,30,0.0,0,0,0,1
img_000196.jpg,1782459095.4948528,30,0.0,0,0,0,1
img_000197.jpg,1782459096.0085413,30,0.0,0,0,0,1
img_000198.jpg,1782459096.5134442,30,0.0,0,0,0,1
img_000199.jpg,1782459097.020069,30,0.0,0,0,0,1
img_000200.jpg,1782459097.5050025,30,0.0,0,0,0,1
img_000201.jpg,1782459098.000324,30,0.0,0,0,0,1
img_000202.jpg,1782459098.529299,30,0.0,0,0,0,1
img_000203.jpg,1782459099.00852,30,0.0,0,0,0,1
img_000204.jpg,1782459099.5058212,30,0.0,0,0,0,1
img_000205.jpg,1782459100.0277653,30,0.0,0,0,0,1
img_000206.jpg,1782459100.5073984,30,0.0,0,0,0,1
img_000207.jpg,1782459101.018032,30,0.0,0,0,0,1
img_000208.jpg,1782459101.5152586,30,0.0,0,0,0,1
img_000209.jpg,1782459102.0325491,30,0.0,0,0,0,1
img_000210.jpg,1782459102.5157878,30,0.0,0,0,0,1
img_000211.jpg,1782459103.0201921,30,0.0,0,0,0,1
img_000212.jpg,1782459103.5595708,30,0.0,0,0,0,1
img_000213.jpg,1782459104.1287525,30,-0.06,0,0,0,1
img_000214.jpg,1782459104.6388705,30,-0.20914178017131857,0,0,0,1
img_000215.jpg,1782459105.240195,30,-0.048633214923966564,0,0,0,1
img_000216.jpg,1782459105.914575,30,0.0,0,0,0,1
img_000217.jpg,1782459106.5903475,30,-0.08052432015920057,0,0,0,1
img_000218.jpg,1782459107.2557516,30,-0.13460444763598037,0,0,0,1
img_000219.jpg,1782459107.8603625,30,-0.06974402527509709,0,0,0,1
img_000220.jpg,1782459108.4555705,30,-0.07059754507170601,0,0,0,1
img_000221.jpg,1782459109.0308044,30,-0.10476551886482734,0,0,0,1
img_000222.jpg,1782459109.5722678,30,-0.024730513854083282,0,0,0,1
img_000223.jpg,1782459110.0935678,30,-0.09756534128893943,0,0,0,1
img_000224.jpg,1782459110.5978856,30,-0.10689438530291813,0,0,0,1
img_000225.jpg,1782459111.1026196,30,-0.012196427232971284,0,0,0,1
img_000226.jpg,1782459111.6106462,30,-0.078277375177973,0,0,0,1
img_000227.jpg,1782459112.1208816,30,-0.028050711306367354,0,0,0,1
img_000228.jpg,1782459112.624783,30,-0.11805869247725934,0,0,0,1
img_000229.jpg,1782459113.1408563,30,-0.024593157635814395,1,0,0,0
img_000230.jpg,1782459113.652609,30,0.0,1,0,0,0
img_000231.jpg,1782459114.1667955,30,-0.044931970422725384,1,0,0,0
img_000232.jpg,1782459114.7560833,30,0.0,1,0,0,0
img_000233.jpg,1782459115.2205822,30,-0.0836173981603402,1,0,0,0
img_000234.jpg,1782459115.7079396,30,-0.09334754462577763,1,0,0,0
img_000235.jpg,1782459116.2167642,30,-0.16330844799568395,1,0,0,0
img_000236.jpg,1782459116.6947637,30,-0.14504260269736838,1,0,0,0
img_000237.jpg,1782459117.1917236,30,-0.16964137784849498,1,0,0,0
img_000238.jpg,1782459117.6946437,30,-0.161614170554914,1,0,0,0
img_000239.jpg,1782459118.1829245,30,-0.1119235628892932,1,0,0,0
img_000240.jpg,1782459118.686458,30,-0.06447126976932688,1,0,0,0
img_000241.jpg,1782459119.1564386,30,-0.04445180978569886,1,0,0,0
img_000242.jpg,1782459119.6696496,30,-0.058958695831183384,1,0,0,0
img_000243.jpg,1782459120.1692653,30,0.0,1,0,0,0
img_000244.jpg,1782459120.6476252,30,0.0,1,0,0,0
img_000245.jpg,1782459121.1558044,30,0.0,1,0,0,0
img_000246.jpg,1782459121.6373935,30,0.0,0,0,0,1
img_000247.jpg,1782459122.1490874,30,0.0,0,0,0,1
img_000248.jpg,1782459122.647216,30,0.0,0,0,0,1
img_000249.jpg,1782459123.1222274,30,0.0,0,0,0,1
img_000250.jpg,1782459123.6201954,30,0.0,0,0,0,1
img_000251.jpg,1782459124.1111965,30,0.0,0,0,0,1
img_000252.jpg,1782459124.5785108,30,0.0,0,0,0,1
img_000253.jpg,1782459125.1077518,30,0.0,0,0,0,1
img_000254.jpg,1782459125.5883803,30,0.0,0,0,0,1
img_000255.jpg,1782459126.0745041,30,0.0,0,0,0,1
img_000256.jpg,1782459126.582973,30,0.0,0,0,0,1
img_000257.jpg,1782459127.0660384,30,0.0,0,0,0,1
img_000258.jpg,1782459127.552038,30,0.0,0,0,0,1
img_000259.jpg,1782459128.0494719,30,0.0,0,0,0,1
img_000260.jpg,1782459128.543348,30,0.04618969858238056,0,0,0,1
img_000261.jpg,1782459129.0327215,30,0.04618969858238056,0,0,0,1
img_000262.jpg,1782459129.5244567,30,0.034363455744668474,0,0,0,1
img_000263.jpg,1782459130.0313544,30,0.0713935569406258,0,0,0,1
img_000264.jpg,1782459130.5244544,30,0.02084904282249356,0,0,0,1
img_000265.jpg,1782459131.036261,30,0.08645867305619225,0,0,0,1
img_000266.jpg,1782459131.5119338,30,0.042190781883204624,0,0,0,1
img_000267.jpg,1782459131.9987612,30,0.11760852879062643,0,0,0,1
img_000268.jpg,1782459132.4958386,30,0.181416988208541,0,0,0,1
img_000269.jpg,1782459132.981189,30,0.08772006248592042,0,0,0,1
img_000270.jpg,1782459133.473563,30,0.11836818700931423,0,0,0,1
img_000271.jpg,1782459133.9692242,30,0.15272077515749405,0,0,0,1
img_000272.jpg,1782459134.478741,30,0.05806393865686601,0,1,0,0
img_000273.jpg,1782459134.970493,30,0.09,0,1,0,0
img_000274.jpg,1782459135.4553943,30,0.04610222795612431,0,1,0,0
img_000275.jpg,1782459135.977333,30,0.021496221757122246,0,1,0,0
img_000276.jpg,1782459136.4624274,30,0.033438578999094026,0,1,0,0
img_000277.jpg,1782459136.959375,30,-0.03,0,1,0,0
img_000278.jpg,1782459137.4423506,30,0.0,0,1,0,0
img_000279.jpg,1782459137.9264398,30,0.0,0,1,0,0
img_000280.jpg,1782459138.4347463,30,0.0,0,1,0,0
img_000281.jpg,1782459138.9175117,30,0.0,0,1,0,0
img_000282.jpg,1782459139.4114027,30,0.0,0,1,0,0
img_000283.jpg,1782459139.91147,30,0.0,0,1,0,0
img_000284.jpg,1782459140.4000535,30,0.0,0,1,0,0
img_000285.jpg,1782459140.9199028,30,0.0,0,1,0,0
img_000286.jpg,1782459141.4026155,30,0.0,0,0,0,1
img_000287.jpg,1782459141.8955195,30,0.0,0,0,0,1
img_000288.jpg,1782459142.3988261,30,0.0,0,0,0,1
img_000289.jpg,1782459142.8804922,30,0.028747806084610413,0,0,0,1
img_000290.jpg,1782459143.4057536,30,0.0,0,0,0,1
img_000291.jpg,1782459143.8958175,30,0.0,0,0,0,1
img_000292.jpg,1782459144.3847265,30,0.024612173369060436,0,0,0,1
img_000293.jpg,1782459144.8644016,30,0.02439971598059922,0,0,0,1
img_000294.jpg,1782459145.3625536,30,0.10836848698259421,0,0,0,1
img_000295.jpg,1782459145.866752,30,0.0756252360423926,0,0,0,1
img_000296.jpg,1782459146.3537657,30,0.015434336158461372,0,0,0,1
img_000297.jpg,1782459146.8666775,30,0.06694159214837761,0,0,0,1
img_000298.jpg,1782459147.3982518,30,0.25922044591873344,0,0,0,1
img_000299.jpg,1782459147.8877976,30,0.1345936043660691,0,0,0,1
img_000300.jpg,1782459148.3947358,30,0.11422006456926835,0,0,0,1
img_000301.jpg,1782459148.880246,30,0.0,0,0,0,1
img_000302.jpg,1782459149.396874,30,0.0,0,0,0,1
img_000303.jpg,1782459169.582834,30,0.0,0,0,0,1
img_000304.jpg,1782459170.0828152,30,0.0859671552,0,0,0,1
img_000305.jpg,1782459170.5823214,30,0.11140394442928059,0,0,0,1
img_000306.jpg,1782459171.0557544,30,0.07415176451568156,0,0,0,1
img_000307.jpg,1782459171.5283616,30,0.0,0,0,1,0
img_000308.jpg,1782459172.0046191,30,0.0,0,0,1,0
img_000309.jpg,1782459172.5197132,30,0.0,0,0,1,0
img_000310.jpg,1782459173.014741,30,0.0,0,0,1,0
img_000311.jpg,1782459173.4973674,30,0.0,0,0,1,0
img_000312.jpg,1782459173.999853,30,0.03,0,0,1,0
img_000313.jpg,1782459174.4842715,30,0.10481025557542821,0,0,1,0
img_000314.jpg,1782459174.974676,30,0.2917551773216137,0,0,1,0
img_000315.jpg,1782459175.4829125,30,0.24870459074259282,0,0,1,0
img_000316.jpg,1782459175.948847,30,0.26111193011536443,0,0,1,0
img_000317.jpg,1782459176.4525354,30,0.23457456395288098,0,0,1,0
img_000318.jpg,1782459176.9510581,30,0.18567137687753418,0,0,1,0
img_000319.jpg,1782459177.467679,30,0.18611271190422848,0,0,1,0
img_000320.jpg,1782459177.973851,30,0.14129411270634556,0,0,1,0
img_000321.jpg,1782459178.4651964,30,0.011581342006367705,0,0,0,1
img_000322.jpg,1782459178.9712186,30,-0.08606969944567439,0,0,0,1
img_000323.jpg,1782459179.465833,30,0.0,0,0,0,1
img_000324.jpg,1782459179.9497442,30,-0.15,0,0,0,1
img_000325.jpg,1782459180.4591572,30,0.06502234716512777,0,0,0,1
img_000326.jpg,1782459180.9338334,30,0.1274243022536113,0,0,0,1
img_000327.jpg,1782459181.446837,30,0.010444486299219794,0,0,0,1
img_000328.jpg,1782459181.9606206,30,0.0,0,0,0,1
img_000329.jpg,1782459182.4633453,30,0.07494114474267959,0,0,0,1
img_000330.jpg,1782459182.9571455,30,0.13216377511779256,0,0,0,1
img_000331.jpg,1782459183.4401314,30,0.04474045300804269,0,0,0,1
img_000332.jpg,1782459183.9449503,30,0.12820613108956586,0,0,0,1
img_000333.jpg,1782459184.4729848,30,0.1708488285070547,0,0,0,1
img_000334.jpg,1782459184.9274683,30,0.014003829858359011,0,0,0,1
img_000335.jpg,1782459185.4185588,30,0.08115273699245745,0,0,0,1
img_000336.jpg,1782459185.9063241,30,0.14391568598505108,0,0,0,1
img_000337.jpg,1782459186.4115171,30,0.029522746244490142,0,0,0,1
img_000338.jpg,1782459186.9155815,30,0.039094960880126914,0,0,0,1
img_000339.jpg,1782459187.4148703,30,0.07617600000000001,0,0,0,1
img_000340.jpg,1782459187.9191942,30,0.0,0,0,0,1
img_000341.jpg,1782459188.4119313,30,0.0,0,1,0,0
img_000342.jpg,1782459188.8877788,30,0.0,0,1,0,0
img_000343.jpg,1782459189.3908234,30,0.0,0,1,0,0
img_000344.jpg,1782459189.870594,30,0.0,0,1,0,0
img_000345.jpg,1782459190.3842835,30,0.0,0,1,0,0
img_000346.jpg,1782459190.8813393,30,0.0,0,1,0,0
img_000347.jpg,1782459191.3701239,30,0.0,0,1,0,0
img_000348.jpg,1782459191.8599741,30,0.0,0,1,0,0
img_000349.jpg,1782459192.37224,30,0.0,0,1,0,0
img_000350.jpg,1782459192.8603551,30,0.0,0,1,0,0
img_000351.jpg,1782459193.3601046,30,0.0,0,1,0,0
img_000352.jpg,1782459253.1850617,30,0.0,0,1,0,0
img_000353.jpg,1782459253.689055,30,0.050206194111283214,0,1,0,0
img_000354.jpg,1782459254.1874027,30,0.03035652229087118,0,1,0,0
img_000355.jpg,1782459254.6659575,30,0.0,0,0,0,1
img_000356.jpg,1782459255.1652713,30,0.10109530653819576,0,0,0,1
img_000357.jpg,1782459255.6461635,30,0.08473871723168924,0,0,0,1
img_000358.jpg,1782459256.1495457,30,0.04554841516529499,0,0,0,1
img_000359.jpg,1782459256.6471395,30,0.03196379083132059,0,0,0,1
img_000360.jpg,1782459257.1427743,30,0.03255861129831766,0,0,0,1
img_000361.jpg,1782459257.6481488,30,0.11625978438107443,0,0,0,1
img_000362.jpg,1782459258.1293538,30,0.05689593786828076,0,0,0,1
img_000363.jpg,1782459258.6297584,30,0.09571293513022716,0,0,0,1
img_000364.jpg,1782459259.1340282,30,0.11481867350541004,0,0,0,1
img_000365.jpg,1782459259.6404657,30,0.13982066179146668,0,0,0,1
img_000366.jpg,1782459260.1461196,30,0.06416106520226814,0,0,0,1
img_000367.jpg,1782459260.6317208,30,0.024905873790000223,0,0,0,1
img_000368.jpg,1782459261.1331038,30,0.06969391604790366,0,0,0,1
img_000369.jpg,1782459261.6204233,30,0.04643107715633047,0,0,0,1
img_000370.jpg,1782459262.1197736,30,0.0,0,0,0,1
img_000371.jpg,1782459262.6241271,30,-0.014539327368301295,0,0,0,1
img_000372.jpg,1782459263.1126876,30,0.0,0,0,0,1
img_000373.jpg,1782459263.627454,30,0.0,0,0,0,1
img_000374.jpg,1782459264.110728,30,0.0,0,0,0,1
img_000375.jpg,1782459264.633866,30,0.0,0,0,0,1
img_000376.jpg,1782459265.1168678,30,0.0,0,0,0,1
img_000377.jpg,1782459265.6282735,30,0.0,0,0,0,1
img_000378.jpg,1782459266.1143043,30,0.0,0,0,0,1
img_000379.jpg,1782459266.6054568,30,0.0,0,0,0,1
img_000380.jpg,1782459267.1397626,30,0.0,0,0,0,1
img_000381.jpg,1782459267.6279426,30,0.033470796074188805,0,0,0,1
img_000382.jpg,1782459268.1318967,30,0.0,0,0,0,1
img_000383.jpg,1782459268.6231308,30,0.03044277689782427,0,0,0,1
img_000384.jpg,1782459269.120362,30,0.0552,0,0,0,1
img_000385.jpg,1782459269.621831,30,0.07541067682109466,0,0,0,1
img_000386.jpg,1782459270.103952,30,0.06939922297888741,0,0,0,1
img_000387.jpg,1782459270.5914814,30,0.0,0,0,0,1
img_000388.jpg,1782459271.1040475,30,0.07908978278400002,0,0,0,1
img_000389.jpg,1782459271.60369,30,0.09151040874644577,0,0,0,1
img_000390.jpg,1782459272.110387,30,0.05371638529336588,0,0,0,1
img_000391.jpg,1782459272.625963,30,0.1375066247326732,0,0,0,1
img_000392.jpg,1782459273.122171,30,0.10534625465952636,0,0,0,1
img_000393.jpg,1782459273.7374177,30,0.13439347019389122,0,0,0,1
img_000394.jpg,1782459274.2657034,30,0.1166584458358854,0,0,0,1
img_000395.jpg,1782459274.8160722,30,0.05855065885724435,0,0,0,1
img_000396.jpg,1782459275.3154094,30,0.0,0,0,0,1
img_000397.jpg,1782459275.8340116,30,0.03954489139200001,0,0,0,1
img_000398.jpg,1782459276.3459947,30,0.10147319233970872,0,0,0,1
img_000399.jpg,1782459276.8671558,30,0.03,0,0,0,1
img_000400.jpg,1782459277.3744392,30,0.0,0,0,0,1
img_000401.jpg,1782459277.8459084,30,0.046721280000000004,0,0,0,1
img_000402.jpg,1782459278.3399048,30,0.0,0,0,0,1
img_000403.jpg,1782459278.8541408,30,0.0,0,0,0,1
img_000404.jpg,1782459279.3344653,30,0.0,0,0,0,1
img_000405.jpg,1782459279.850772,30,0.0,0,0,0,1
img_000406.jpg,1782459280.3407197,30,0.0,0,0,0,1
